ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId,judge,judge_user_id,affiliate,points
5,23,22,1,CAP+1,d3fe62c6272be39eb203,,0,0,,,22 pts,900568,,,,
6,18,37,1,CAP+2,207d45c9a3d4961c9cdb,,0,0,,,37 pts,900568,,,,
1,26,13,1,195.0 lb,e3758389d27ce572ddf6,,0,0,,,13 pts,11865,,,,
2,12,56,1,CAP+9,a9482cec75468535ad4f,,0,0,,,56 pts,11865,,,,
3,12,56,1,04:46.33,114c8d5e9e7080f10639,,0,0,,,56 pts,11865,,,,
4,18,37,1,CAP+88,27035670bdc10289b6e3,,0,0,,,37 pts,11865,,,,
5,12,56,1,14:34.27,c2a81e7a674c1ae98d17,,0,0,,,56 pts,11865,,,,
6,23,22,1,CAP+4,4bfc08db168b42ef206a,,0,0,,,22 pts,11865,,,,
1,4,88,1,230.0 lb,eb101429601df2f2874d,,0,0,,,88 pts,802300,,,,
2,27,10,1,CAP+16,23a418bc9c41c7d7e179,,0,0,,,10 pts,802300,,,,
3,27,10,1,CAP+6,0d4ea8767ca72e0746a5,,0,0,,,10 pts,802300,,,,
4,24,19,1,CAP+117,682c01a225cde7d76cec,,0,0,,,19 pts,802300,,,,
5,10,64,1,14:26.63,d8e709b098113f2d9880,,0,0,,,64 pts,802300,,,,
6,15,46,1,09:39.54,349b41a942ed32d5813d,,0,0,,,46 pts,802300,,,,
1,8,72,1,220.0 lb,bad46bad3899588febca,,0,0,,,72 pts,479593,,,,
2,14,49,1,CAP+10,b8c68a5838a2fe044be0,,0,0,,,49 pts,479593,,,,
3,22,25,1,07:43.50,a6bd0ec0a9c132322c3a,,0,0,,,25 pts,479593,,,,
4,23,22,1,CAP+111,f8ee4110cdbda33a48e4,,0,0,,,22 pts,479593,,,,
5,28,7,1,CAP+1,98f55bb2a1810d236306,,0,0,,,7 pts,479593,,,,
6,14,49,1,09:22.09,c7c4966c68da21964d2a,,0,0,,,49 pts,479593,,,,
1,8,72,1,220.0 lb,eaa9eba1b5fce981ae3c,,0,0,,,72 pts,1366555,,,,
2,17,40,1,CAP+11,ca1dcd5b2497c6a32570,,0,0,,,40 pts,1366555,,,,
3,20,31,1,07:09.08,bb7ea47f460563f80ed3,,0,0,,,31 pts,1366555,,,,
4,26,13,1,CAP+131,01be626ceb8da83d3c5f,,0,0,,,13 pts,1366555,,,,
5,25,16,1,CAP+1,635f6c203d121b5ea48f,,0,0,,,16 pts,1366555,,,,
6,25,16,1,CAP+14,0b98cf4823b67fb352fb,,0,0,,,16 pts,1366555,,,,
1,16,43,1,210.0 lb,52bbc117f9fe70b7bdc5,,0,0,,,43 pts,237811,,,,
2,7,76,1,CAP,d49f47bea1602f42995c,,0,0,,,76 pts,237811,,,,
3,23,22,1,08:06.92,b003e20017353f60db7c,,0,0,,,22 pts,237811,,,,
4,28,7,1,CAP+152,2232254b25ffdb9dc26d,,0,0,,,7 pts,237811,,,,
5,26,13,1,CAP+1,41e93d66467e4ea7f3ea,,0,0,,,13 pts,237811,,,,
6,22,25,1,CAP+3,ad74328f3ac9d068eea3,,0,0,,,25 pts,237811,,,,
1,23,22,1,200.0 lb,1252c6609f49432cfea0,,0,0,,,22 pts,78663,,,,
2,14,49,1,CAP+10,3c18a0016b9515e67808,,0,0,,,49 pts,78663,,,,
3,17,40,1,05:56.21,aa66a94b8f88fcae93b5,,0,0,,,40 pts,78663,,,,
4,22,25,1,CAP+106,c786ab2af9bb741c7219,,0,0,,,25 pts,78663,,,,
5,22,25,1,CAP+1,1fc704a2c4871bcc7548,,0,0,,,25 pts,78663,,,,
6,25,16,1,CAP+14,f15e85b1d5eef1455f5e,,0,0,,,16 pts,78663,,,,
1,26,13,1,195.0 lb,a69a1f082bcfd4b0db88,,0,0,,,13 pts,1453224,,,,
2,28,7,1,CAP+18,11a16bfc2bfdd85d6461,,0,0,,,7 pts,1453224,,,,
3,25,16,1,CAP+2,f86fece8eda339978324,,0,0,,,16 pts,1453224,,,,
4,20,31,1,CAP+101,99aed3f0052077da2193,,0,0,,,31 pts,1453224,,,,
5,11,60,1,14:28.11,d2bc26c795b9ed507f3e,,0,0,,,60 pts,1453224,,,,
6,17,40,1,CAP+1,00388c8ab35a2717aeb3,,0,0,,,40 pts,1453224,,,,
1,23,22,1,200.0 lb,d39fa18f54133f6bcd2c,,0,0,,,22 pts,1972314,,,,
2,26,13,1,CAP+15,51a296a59b73795db436,,0,0,,,13 pts,1972314,,,,
3,19,34,1,06:41.74,85f484e51d79e892e1b1,,0,0,,,34 pts,1972314,,,,
4,25,16,1,CAP+127,db2271a2b94c79468a83,,0,0,,,16 pts,1972314,,,,
5,27,10,1,CAP+1,b03731f746466b13040b,,0,0,,,10 pts,1972314,,,,
6,18,37,1,CAP+2,ed88da1feb1b632f5dfd,,0,0,,,37 pts,1972314,,,,
1,19,34,1,205.0 lb,fa647320e2edc0c082e2,,0,0,,,34 pts,928806,,,,
2,17,40,1,CAP+11,e4ca8e6430a6734a1017,,0,0,,,40 pts,928806,,,,
3,27,10,1,CAP+6,eed22d05b61752447171,,0,0,,,10 pts,928806,,,,
4,29,4,1,CAP+154,aa2510f0c99523902dea,,0,0,,,4 pts,928806,,,,
5,29,4,1,CAP+1,5adb665b7b69cc38b695,,0,0,,,4 pts,928806,,,,
6,28,7,1,CAP+18,97fc1c3844601d2ad5c8,,0,0,,,7 pts,928806,,,,
1,28,7,1,190.0 lb,355aba6e5cda1734cfe6,,0,0,,,7 pts,387788,,,,
2,29,4,1,CAP+21,4ccff2892c6ded61749d,,0,0,,,4 pts,387788,,,,
3,25,16,1,CAP+2,1260544fc8ca0699bc68,,0,0,,,16 pts,387788,,,,
4,27,10,1,CAP+145,77fb0c8bdffa862aed20,,0,0,,,10 pts,387788,,,,
5,24,19,1,CAP+1,0440168b84c85e290cb4,,0,0,,,19 pts,387788,,,,
6,29,4,1,CAP+22,2608312066a81da06478,,0,0,,,4 pts,387788,,,,
1,1,100,1,02:50.59,8041cc2a655b8d581cf3,,0,0,,,100 pts,1059467,,,,
2,2,96,1,18:20.91,66de0dfe750f9ad1a682,,0,0,,,96 pts,1059467,,,,
3,3,92,1,195 rep,8d6bc55ddc6f16068100,,0,0,,,92 pts,1059467,,,,
4,8,72,1,308.7 lb,1d0ce2847cc72b9ae9f2,,0,0,,,72 pts,1059467,,,,
5,2,96,1,CAP+31,9a9656131255225cf9f4,,0,0,,,96 pts,1059467,,,,
6,4,88,1,03:33.87,f9b4c849e8229b9ca07e,,0,0,,,88 pts,1059467,,,,
1,5,84,1,02:57.29,8a05264a387fac225321,,0,0,,,84 pts,81616,,,,
2,4,88,1,18:40.13,3b35daa6fe24e928c11a,,0,0,,,88 pts,81616,,,,
3,12,56,1,187 rep,08f353e5b2c973af5414,,0,0,,,56 pts,81616,,,,
4,3,92,1,315.3 lb,d237d219eb987d28b5f7,,0,0,,,92 pts,81616,,,,
5,2,96,1,CAP+31,7796f0a9d36f66372dca,,0,0,,,96 pts,81616,,,,
6,2,96,1,03:29.70,2a3eb7c2462e2eafc72f,,0,0,,,96 pts,81616,,,,
1,8,72,1,03:00.45,7be6f9a12b9fc3c40441,,0,0,,,72 pts,472642,,,,
2,1,100,1,17:11.00,2250ee78d157ccc37cae,,0,0,,,100 pts,472642,,,,
3,2,96,1,196 rep,c7dc6cdeeb61afffecc9,,0,0,,,96 pts,472642,,,,
4,13,52,1,299.9 lb,1a9d2b2f77df6e8a06d9,,0,0,,,52 pts,472642,,,,
5,1,100,1,CAP+22,074d6abb0856d166ac87,,0,0,,,100 pts,472642,,,,
6,20,31,1,CAP+1,3b9c6293175f588a869f,,0,0,,,31 pts,472642,,,,
1,9,68,1,03:02.59,4c5801355967170f7d86,,0,0,,,68 pts,925870,,,,
2,14,49,1,19:34.15,57ecf1a941144c7278c8,,0,0,,,49 pts,925870,,,,
3,4,88,1,194 rep,eacce134fc042c697769,,0,0,,,88 pts,925870,,,,
4,8,72,1,308.7 lb,93f204058e70c23ef79f,,0,0,,,72 pts,925870,,,,
5,8,72,1,CAP+42,125b8bfb56b6332b7e9f,,0,0,,,72 pts,925870,,,,
6,1,100,1,03:15.73,c2fb0b7ff448b1edd285,,0,0,,,100 pts,925870,,,,
1,11,60,1,03:03.82,40e40563c8d16614d191,,0,0,,,60 pts,929317,,,,
2,8,72,1,19:02.94,42256cf38366939873da,,0,0,,,72 pts,929317,,,,
3,4,88,1,194 rep,975b60a976c447db056a,,0,0,,,88 pts,929317,,,,
4,8,72,1,308.7 lb,6cd9b5e6c231afbc5997,,0,0,,,72 pts,929317,,,,
5,6,80,1,CAP+38,fba00d6c20a35b9850af,,0,0,,,80 pts,929317,,,,
6,7,76,1,03:56.85,87e6bcc2f6622b630a29,,0,0,,,76 pts,929317,,,,
1,3,92,1,02:52.02,605e1ab19e8a0d45a29e,,0,0,,,92 pts,888668,,,,
2,5,84,1,18:54.37,79990a9cfb51282f9157,,0,0,,,84 pts,888668,,,,
3,8,72,1,191 rep,347de219f07034e49d3b,,0,0,,,72 pts,888668,,,,
4,20,31,1,291.1 lb,525e5eff707beda6c041,,0,0,,,31 pts,888668,,,,
5,4,88,1,CAP+37,3c55e945a20ed20944c1,,0,0,,,88 pts,888668,,,,
6,9,68,1,04:11.42,9871d653a7c9e1af2315,,0,0,,,68 pts,888668,,,,
1,6,80,1,02:59.04,22b05cf683d1b00e7019,,0,0,,,80 pts,698182,,,,
2,10,64,1,19:10.20,ef37609c51145c4a3723,,0,0,,,64 pts,698182,,,,
3,7,76,1,192 rep,0f03876a1f04c6bc32e5,,0,0,,,76 pts,698182,,,,
4,8,72,1,308.7 lb,a183ce47bfdaca893bee,,0,0,,,72 pts,698182,,,,
5,7,76,1,CAP+40,98f73b4184df04ae98a0,,0,0,,,76 pts,698182,,,,
6,13,52,1,04:25.81,9e2f146232af8fdc1c93,,0,0,,,52 pts,698182,,,,
1,30,1,1,04:53.46,9cd9ab4ea1b2e1117f84,,0,0,,,1 pts,1657300,,,,
2,13,52,1,19:33.70,896289b7234e0c7abeae,,0,0,,,52 pts,1657300,,,,
3,6,80,1,193 rep,1abbd720997c5dd784ad,,0,0,,,80 pts,1657300,,,,
4,2,96,1,321.9 lb,3774b5daa9eba52ac3f3,,0,0,,,96 pts,1657300,,,,
5,9,68,1,CAP+45,80aa2ff34b6c178d383b,,0,0,,,68 pts,1657300,,,,
6,5,84,1,03:54.11,ec0be528f1f4a5ce1bc4,,0,0,,,84 pts,1657300,,,,
1,20,31,1,03:14.32,64943bfeb603d3aab857,,0,0,,,31 pts,1408660,,,,
2,3,92,1,18:29.26,f5d16b16d652fc9a1ec5,,0,0,,,92 pts,1408660,,,,
3,1,100,1,200 rep,8adba1ee96eb6b95897b,,0,0,,,100 pts,1408660,,,,
4,15,46,1,297.7 lb,acaa5e1cf0077d067a69,,0,0,,,46 pts,1408660,,,,
5,9,68,1,CAP+45,4e04b84c8eb20930da5b,,0,0,,,68 pts,1408660,,,,
6,18,37,1,04:57.90,5ff342c7a624ef76a53d,,0,0,,,37 pts,1408660,,,,
1,7,76,1,03:00.41,c66748ceddd406a84d22,,0,0,,,76 pts,495781,,,,
2,12,56,1,19:22.93,cdf4def726e8f11d0683,,0,0,,,56 pts,495781,,,,
3,11,60,1,189 rep,a6e232715ec6661fc595,,0,0,,,60 pts,495781,,,,
4,22,25,1,286.6 lb,ca1e6d74087c61d97d06,,0,0,,,25 pts,495781,,,,
5,11,60,1,CAP+46,f3d017935252b098d1c7,,0,0,,,60 pts,495781,,,,
6,3,92,1,03:32.72,c5c39115950851899262,,0,0,,,92 pts,495781,,,,
1,13,52,1,03:06.32,39f00dbdd0f91e7a78dd,,0,0,,,52 pts,923468,,,,
2,9,68,1,19:09.95,0745bae14177269291c6,,0,0,,,68 pts,923468,,,,
3,15,46,1,184 rep,b0fb41da88aa990c6817,,0,0,,,46 pts,923468,,,,
4,15,46,1,297.7 lb,0a9883b50930a9691ca8,,0,0,,,46 pts,923468,,,,
5,13,52,1,CAP+49,869ab2ae1db2e218d459,,0,0,,,52 pts,923468,,,,
6,10,64,1,04:13.34,50442e88eb49284a9820,,0,0,,,64 pts,923468,,,,
1,2,96,1,02:51.63,4c87856603d9878214fa,,0,0,,,96 pts,461734,,,,
2,17,40,1,20:05.06,17daba3c53b38f4da205,,0,0,,,40 pts,461734,,,,
3,21,28,1,180 rep,631c6a6c03f2e9146a86,,0,0,,,28 pts,461734,,,,
4,13,52,1,299.9 lb,7b2d68e5551c1a747370,,0,0,,,52 pts,461734,,,,
5,19,34,1,CAP+56,82ce5a9aa90dd2d140a0,,0,0,,,34 pts,461734,,,,
6,12,56,1,04:16.66,e1325a979e50a5600392,,0,0,,,56 pts,461734,,,,
1,22,25,1,03:16.74,1977b13d81b47dc2e061,,0,0,,,25 pts,773001,,,,
2,24,19,1,22:00.00,38d92876c246ee713849,,0,0,,,19 pts,773001,,,,
3,14,49,1,185 rep,a062ed1110b411210e27,,0,0,,,49 pts,773001,,,,
4,3,92,1,315.3 lb,f537d62dd48212a99aff,,0,0,,,92 pts,773001,,,,
5,19,34,1,CAP+56,390afe5e68f1fd166404,,0,0,,,34 pts,773001,,,,
6,6,80,1,03:55.07,15470877fc4e07219416,,0,0,,,80 pts,773001,,,,
1,29,4,1,03:42.26,15bdda7b0645dadc5ef0,,0,0,,,4 pts,675164,,,,
2,16,43,1,19:48.00,54f1316b56c18da0b569,,0,0,,,43 pts,675164,,,,
3,19,34,1,182 rep,1a21e416ca1cab24ecae,,0,0,,,34 pts,675164,,,,
4,5,84,1,313.1 lb,8d1876efab63d05d57ce,,0,0,,,84 pts,675164,,,,
5,12,56,1,CAP+48,8ad28bf7adf2acf20424,,0,0,,,56 pts,675164,,,,
6,8,72,1,04:00.23,37e0cfed21befc808b64,,0,0,,,72 pts,675164,,,,
1,4,88,1,02:56.66,58c9091e3121f378baab,,0,0,,,88 pts,771441,,,,
2,18,37,1,20:10.08,7b3f46edf8410c041a66,,0,0,,,37 pts,771441,,,,
3,20,31,1,181 rep,840eb79b1813d0bf5ac3,,0,0,,,31 pts,771441,,,,
4,15,46,1,297.7 lb,4427cc169721bf939243,,0,0,,,46 pts,771441,,,,
5,16,43,1,CAP+52,c0b573c21fa31c6ae862,,0,0,,,43 pts,771441,,,,
6,17,40,1,04:57.66,10f00f3fced22ff1c328,,0,0,,,40 pts,771441,,,,
1,14,49,1,03:10.58,7dec68d1d67664056b2f,,0,0,,,49 pts,6346,,,,
2,23,22,1,21:27.60,19d534a0c9fd8af8f92c,,0,0,,,22 pts,6346,,,,
3,24,19,1,174 rep,471012b15adfddbe279f,,0,0,,,19 pts,6346,,,,
4,6,80,1,310.9 lb,f98f454fa80fd920f8a1,,0,0,,,80 pts,6346,,,,
5,4,88,1,CAP+37,5bd06e5cbbef515cf5f2,,0,0,,,88 pts,6346,,,,
6,23,22,1,CAP+2,ab720a1a4ecc5374708b,,0,0,,,22 pts,6346,,,,
1,17,40,1,03:12.00,54f5451ff0eec0fa0f11,,0,0,,,40 pts,230757,,,,
2,22,25,1,21:04.53,dbd669391f2b40d451b3,,0,0,,,25 pts,230757,,,,
3,16,43,1,183 rep,1fe3b1aabd86b6ed84d2,,0,0,,,43 pts,230757,,,,
4,6,80,1,310.9 lb,20222f5da60bfafb158f,,0,0,,,80 pts,230757,,,,
5,16,43,1,CAP+52,6633d8b8bf3e041636a7,,0,0,,,43 pts,230757,,,,
6,15,46,1,04:31.30,720c757060505f0a013d,,0,0,,,46 pts,230757,,,,
1,15,46,1,03:10.95,6e3a9a76491a3953f4be,,0,0,,,46 pts,1214445,,,,
2,19,34,1,20:14.55,5539e417336ec2694e1b,,0,0,,,34 pts,1214445,,,,
3,9,68,1,190 rep,32139790783e63da9390,,0,0,,,68 pts,1214445,,,,
4,18,37,1,293.3 lb,37f1d064a38274805862,,0,0,,,37 pts,1214445,,,,
5,25,16,1,CAP+61,979fbfb8ad6451f455e8,,0,0,,,16 pts,1214445,,,,
6,14,49,1,04:28.60,6f2e05d8151ee8ebb991,,0,0,,,49 pts,1214445,,,,
1,27,10,1,03:35.16,a13e8b4ea9ca4225ad01,,0,0,,,10 pts,935580,,,,
2,7,76,1,19:00.36,a227775bf54b29341a11,,0,0,,,76 pts,935580,,,,
3,9,68,1,190 rep,42fe9ba7578b525a8dd1,,0,0,,,68 pts,935580,,,,
4,20,31,1,291.1 lb,502f4ad1db049609308c,,0,0,,,31 pts,935580,,,,
5,15,46,1,CAP+51,d00855c38f8dffecfeb6,,0,0,,,46 pts,935580,,,,
6,27,10,1,CAP+6,f71d88777c557a271c8c,,0,0,,,10 pts,935580,,,,
1,24,19,1,03:24.66,317eda81b995183d0206,,0,0,,,19 pts,238338,,,,
2,30,1,1,CAP+5,3cbe4acf2d75953421ea,,0,0,,,1 pts,238338,,,,
3,16,43,1,183 rep,9a6c3fad6350a0266dbd,,0,0,,,43 pts,238338,,,,
4,1,100,1,332.9 lb,3ba8511eefe6c7cd732f,,0,0,,,100 pts,238338,,,,
5,19,34,1,CAP+56,495d916dcfb9d5cece63,,0,0,,,34 pts,238338,,,,
6,16,43,1,04:43.17,9b41156fb20979422bf1,,0,0,,,43 pts,238338,,,,
1,25,16,1,03:26.26,b067f467bba953e92a2c,,0,0,,,16 pts,1827157,,,,
2,6,80,1,18:54.93,ff7a60feb8ab89a47e36,,0,0,,,80 pts,1827157,,,,
3,29,4,1,157 rep,676b37f31b278d4617cb,,0,0,,,4 pts,1827157,,,,
4,27,10,1,275.6 lb,c763c2b6566d2ef3d4e4,,0,0,,,10 pts,1827157,,,,
5,13,52,1,CAP+49,60b13c43515dec55280d,,0,0,,,52 pts,1827157,,,,
6,20,31,1,CAP+1,6897b418c8b27ebdede6,,0,0,,,31 pts,1827157,,,,
1,19,34,1,03:13.40,25156ae8623df1cf9c30,,0,0,,,34 pts,452063,,,,
2,25,16,1,CAP+1,47dd70fe9749a707ef45,,0,0,,,16 pts,452063,,,,
3,26,13,1,173 rep,f0e539917ac122e230c1,,0,0,,,13 pts,452063,,,,
4,8,72,1,308.7 lb,647079bac411e1da3402,,0,0,,,72 pts,452063,,,,
5,22,25,1,CAP+57,2c56eb7b36622a427c1e,,0,0,,,25 pts,452063,,,,
6,20,31,1,CAP+1,22bf838d49712ab17015,,0,0,,,31 pts,452063,,,,
1,18,37,1,03:12.72,a423efe87d70c238670a,,0,0,,,37 pts,408198,,,,
2,27,10,1,CAP+3,487f82f24462176c476a,,0,0,,,10 pts,408198,,,,
3,28,7,1,172 rep,10b715a1372101295cf3,,0,0,,,7 pts,408198,,,,
4,18,37,1,293.3 lb,c63c96c60035ef6adb28,,0,0,,,37 pts,408198,,,,
5,22,25,1,CAP+57,e109cceab447046aaa2f,,0,0,,,25 pts,408198,,,,
6,11,60,1,04:16.22,864a58c60b1c3cc1453f,,0,0,,,60 pts,408198,,,,
1,28,7,1,03:39.68,ffad2fe286c9cda19547,,0,0,,,7 pts,1399749,,,,
2,29,4,1,CAP+4,faeced5f0d02ee92b21c,,0,0,,,4 pts,1399749,,,,
3,12,56,1,187 rep,b0ea9ea694a71509ac0d,,0,0,,,56 pts,1399749,,,,
4,22,25,1,286.6 lb,e62133ba06f69d69ca7d,,0,0,,,25 pts,1399749,,,,
5,18,37,1,CAP+53,2e240e88a3341968f371,,0,0,,,37 pts,1399749,,,,
6,19,34,1,05:00.00,b65d9de02396a3a1f71d,,0,0,,,34 pts,1399749,,,,
1,12,56,1,03:05.51,b86896184321106690c5,,0,0,,,56 pts,676163,,,,
2,26,13,1,CAP+2,fe8e294e8a3807cc4dfb,,0,0,,,13 pts,676163,,,,
3,22,25,1,179 rep,97ac82c3c3e3ccbbdd71,,0,0,,,25 pts,676163,,,,
4,27,10,1,275.6 lb,d2e8e8ec91cb3c305f66,,0,0,,,10 pts,676163,,,,
5,25,16,1,CAP+61,cee98ab31b1a2caeaa90,,0,0,,,16 pts,676163,,,,
6,24,19,1,CAP+3,fafbae8832ab59e1ae71,,0,0,,,19 pts,676163,,,,
1,21,28,1,03:14.74,9ee0d8ce240b3fa4f94d,,0,0,,,28 pts,1291218,,,,
2,21,28,1,20:44.02,5849f2a60ca1b9212cac,,0,0,,,28 pts,1291218,,,,
3,24,19,1,174 rep,ed31873a2509b7cc982b,,0,0,,,19 pts,1291218,,,,
4,22,25,1,286.6 lb,71e3d03b2def72c95d0d,,0,0,,,25 pts,1291218,,,,
5,24,19,1,CAP+60,d96420570ff9579b7b5b,,0,0,,,19 pts,1291218,,,,
6,24,19,1,CAP+3,ff899dcf6e92e89932c4,,0,0,,,19 pts,1291218,,,,
1,26,13,1,03:29.04,9db7daec363a50c9d7f3,,0,0,,,13 pts,22729,,,,
2,15,46,1,19:43.06,d5c5cb662415bf437c5e,,0,0,,,46 pts,22729,,,,
3,26,13,1,173 rep,0413a8b46087568d5137,,0,0,,,13 pts,22729,,,,
4,29,4,1,269.0 lb,d019f1e809705356a461,,0,0,,,4 pts,22729,,,,
5,25,16,1,CAP+61,ea2a988fe62593ff59e7,,0,0,,,16 pts,22729,,,,
6,26,13,1,CAP+4,2669f07195e07f2644c9,,0,0,,,13 pts,22729,,,,
1,23,22,1,03:21.21,443acfef202979683fd1,,0,0,,,22 pts,209758,,,,
2,27,10,1,CAP+3,e72355c9ce87b8c33d5a,,0,0,,,10 pts,209758,,,,
3,30,1,1,150 rep,4b233d149ef3f51afdc7,,0,0,,,1 pts,209758,,,,
4,30,1,1,264.6 lb,801eb11dbead5104f20d,,0,0,,,1 pts,209758,,,,
5,28,7,1,CAP+65,1dcc6e562afab671edd5,,0,0,,,7 pts,209758,,,,
6,28,7,1,CAP+8,b01935692384a26b646c,,0,0,,,7 pts,209758,,,,
1,10,64,1,03:03.62,354789714c714ba78670,,0,0,,,64 pts,913681,,,,
2,11,60,1,19:14.58,d4903bbc53db871d2df3,,0,0,,,60 pts,913681,,,,
3,16,43,1,183 rep,0afcc8b3a1ab1f867b93,,0,0,,,43 pts,913681,,,,
4,26,13,1,277.8 lb,ff6e392343c3d46b3b76,,0,0,,,13 pts,913681,,,,
5,29,0,,WD,eb1b04857947df54ccab,,0,0,,,,913681,,,,
6,29,0,,,a5913be540841fc0c513,,0,0,,,,913681,,,,
1,16,43,1,03:11.66,3cec693ad7064db5d62a,,0,0,,,43 pts,831455,,,,
2,20,31,1,20:16.99,404fd70c1e53d26ba4cd,,0,0,,,31 pts,831455,,,,
3,23,22,1,178 rep,344787d4bf86a0fa82cb,,0,0,,,22 pts,831455,,,,
4,22,25,1,286.6 lb,d27126a2413565ecd8a5,,0,0,,,25 pts,831455,,,,
5,29,0,,WD,b6ada927fc3eff0382bc,,0,0,,,,831455,,,,
6,29,0,,,6e5aa350c286f1a4d056,,0,0,,,,831455,,,,
1,2,96,1,03:47.94,495090d619a4ce6c5251,,0,0,,,96 pts,591912,,,,
2,2,96,1,18:54.67,fe23a57aba67a59043c8,,0,0,,,96 pts,591912,,,,
3,6,80,1,188 rep,2dd3fb625302ddbb46bb,,0,0,,,80 pts,591912,,,,
4,1,100,1,233.7 lb,9c28013e94e1b76c248f,,0,0,,,100 pts,591912,,,,
5,4,88,1,CAP+17,10d78f8f4e5307aa0876,,0,0,,,88 pts,591912,,,,
6,1,100,1,03:24.50,d3eb50742e57d76b8ac3,,0,0,,,100 pts,591912,,,,
1,1,100,1,03:44.41,e85a319d6298780883c6,,0,0,,,100 pts,698210,,,,
2,6,80,1,19:33.54,586521ffa332d05284d4,,0,0,,,80 pts,698210,,,,
3,13,52,1,181 rep,ac504f514dacb551299d,,0,0,,,52 pts,698210,,,,
4,3,92,1,222.7 lb,23a125c87b809e776e27,,0,0,,,92 pts,698210,,,,
5,5,84,1,CAP+20,6b7681b1a18e81199adf,,0,0,,,84 pts,698210,,,,
6,2,96,1,03:43.50,b29dc389003722fc38a0,,0,0,,,96 pts,698210,,,,
1,17,40,1,05:47.96,72a1782a5976f6235238,,0,0,,,40 pts,764556,,,,
2,1,100,1,18:41.75,bbee56c3ad36e5e2849b,,0,0,,,100 pts,764556,,,,
3,5,84,1,191 rep,63ce120b67795ddaa01a,,0,0,,,84 pts,764556,,,,
4,4,88,1,216.1 lb,339d417fcd10cf469365,,0,0,,,88 pts,764556,,,,
5,2,96,1,CAP+15,5b302d6df91cd9495006,,0,0,,,96 pts,764556,,,,
6,4,88,1,03:52.13,9394339547b6c8d3e8d1,,0,0,,,88 pts,764556,,,,
1,3,92,1,03:52.46,d429042b150aba4d300e,,0,0,,,92 pts,831149,,,,
2,3,92,1,19:21.05,3b3e2b42f2e91ffb7811,,0,0,,,92 pts,831149,,,,
3,8,72,1,187 rep,530b5001990dacb929ca,,0,0,,,72 pts,831149,,,,
4,9,68,1,209.5 lb,5d85c290ce789dc20cb2,,0,0,,,68 pts,831149,,,,
5,2,96,1,CAP+15,51392a470314149b367b,,0,0,,,96 pts,831149,,,,
6,8,72,1,04:02.52,3e9fb0969eeb7ef4f517,,0,0,,,72 pts,831149,,,,
1,6,80,1,04:29.94,3b40ec143501ed49f85f,,0,0,,,80 pts,1458106,,,,
2,5,84,1,19:29.49,86c39308ed5b53dfa6d0,,0,0,,,84 pts,1458106,,,,
3,1,100,1,194 rep,8be99d3aa32bd12ed9c4,,0,0,,,100 pts,1458106,,,,
4,12,56,1,205.1 lb,0267158b21ecda28fa6d,,0,0,,,56 pts,1458106,,,,
5,8,72,1,CAP+21,c96d4c6efef036462ce0,,0,0,,,72 pts,1458106,,,,
6,3,92,1,03:47.63,4883de14f2c72bc9d4e5,,0,0,,,92 pts,1458106,,,,
1,10,64,1,04:37.69,960bbdf7b7b8bf1ec447,,0,0,,,64 pts,8859,,,,
2,8,72,1,21:21.11,3bc60e8fa8d4826d6b23,,0,0,,,72 pts,8859,,,,
3,6,80,1,188 rep,aedda3e904d32e860352,,0,0,,,80 pts,8859,,,,
4,12,56,1,205.1 lb,2b2d468363688c984540,,0,0,,,56 pts,8859,,,,
5,1,100,1,CAP+14,ffd007d82539da6ac0e0,,0,0,,,100 pts,8859,,,,
6,12,56,1,04:20.19,c937d25ac10abcd6dce3,,0,0,,,56 pts,8859,,,,
1,5,84,1,04:25.05,a2a14f42a8f9c45a79a0,,0,0,,,84 pts,762495,,,,
2,11,60,1,CAP+1,6bc805474149c26fa435,,0,0,,,60 pts,762495,,,,
3,9,68,1,184 rep,63ec92b4928c0e209f80,,0,0,,,68 pts,762495,,,,
4,9,68,1,209.5 lb,7a2264d4912a3543d242,,0,0,,,68 pts,762495,,,,
5,5,84,1,CAP+20,7ae5988ad9d4a18c244d,,0,0,,,84 pts,762495,,,,
6,10,64,1,04:15.01,5b9fae1371859cd0ff16,,0,0,,,64 pts,762495,,,,
1,12,56,1,04:54.42,fe80f762ad0fece360f3,,0,0,,,56 pts,1518913,,,,
2,16,43,1,CAP+3,c683389b8bb3037f2e75,,0,0,,,43 pts,1518913,,,,
3,1,100,1,194 rep,a7cfb7d99f6d8141e166,,0,0,,,100 pts,1518913,,,,
4,8,72,1,211.7 lb,90d4e41b211bdfcb3e87,,0,0,,,72 pts,1518913,,,,
5,24,19,1,CAP+49,4a7a04df7cf6505df6aa,,0,0,,,19 pts,1518913,,,,
6,7,76,1,04:01.72,2ea0946b40cc1ffa787b,,0,0,,,76 pts,1518913,,,,
1,4,88,1,04:10.64,3c47313f5accdf4ff392,,0,0,,,88 pts,272273,,,,
2,25,16,1,CAP+6,43fef77d5b6b5acece68,,0,0,,,16 pts,272273,,,,
3,17,40,1,175 rep,cee4fad91ae1c4997bd0,,0,0,,,40 pts,272273,,,,
4,2,96,1,224.9 lb,0cfe467a6c2eb51d000a,,0,0,,,96 pts,272273,,,,
