ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId,judge,judge_user_id,affiliate,points
1,8,72,1,19:56.41,23c2cf574c3afca71650,,0,0,,,72 pts,1034822,,,,
2,23,22,1,CAP+9,dba55c1ac6e5d35c7a2a,,0,0,,,22 pts,1034822,,,,
3,25,16,1,176.0 lb,1943cf2cd5f827b00108,,0,0,,,16 pts,1034822,,,,
4,2,96,1,12:45.51,37e29b287bc43c185ece,,0,0,,,96 pts,1034822,,,,
5,26,13,1,09:19.12,4237d8893235cab7aec0,,0,0,,,13 pts,1034822,,,,
6,18,37,1,CAP+15,26f2439028351ce65196,,0,0,,,37 pts,1034822,,,,
1,25,16,1,22:54.01,8c8850328da39fbfdb62,,0,0,,,16 pts,255528,,,,
2,13,52,1,10:51.30,5ee98da4fd47f750dbac,,0,0,,,52 pts,255528,,,,
3,3,92,1,220.0 lb,9acc4d60f1f38480657a,,0,0,,,92 pts,255528,,,,
4,22,25,1,CAP+30,2989e7c8a1f05af4c844,,0,0,,,25 pts,255528,,,,
5,17,40,1,05:06.43,f2de8f0c5e47bf1990c1,,0,0,,,40 pts,255528,,,,
6,26,13,1,CAP+24,643d04fd9f265783488c,,0,0,,,13 pts,255528,,,,
1,17,40,1,20:49.58,1e2fe8e9131a727e6710,,0,0,,,40 pts,1427328,,,,
2,19,34,1,11:50.01,80bf7ccfe4089ae08737,,0,0,,,34 pts,1427328,,,,
3,25,16,1,176.0 lb,683e7fac01f29e51d620,,0,0,,,16 pts,1427328,,,,
4,25,16,1,CAP+51,d35793a86e7e085241dd,,0,0,,,16 pts,1427328,,,,
5,6,80,1,04:05.17,c607e027199e2006ad73,,0,0,,,80 pts,1427328,,,,
6,23,22,1,CAP+18,ee54cf5c41515d56ef6e,,0,0,,,22 pts,1427328,,,,
1,15,46,1,20:46.73,fc5d108abb3b0df45c99,,0,0,,,46 pts,227678,,,,
2,26,13,1,CAP+37,0980f9c37c3555d52768,,0,0,,,13 pts,227678,,,,
3,13,52,1,202.0 lb,faba18732c4527bbcca4,,0,0,,,52 pts,227678,,,,
4,19,34,1,CAP+19,f512695e0ff5ba4db5fc,,0,0,,,34 pts,227678,,,,
5,19,34,1,05:21.03,85af9f5116b72ee8af2e,,0,0,,,34 pts,227678,,,,
6,21,28,1,CAP+16,21ee1bd6c7385ac559a3,,0,0,,,28 pts,227678,,,,
1,16,43,1,20:46.78,e0b273d0751a8cfc3f6a,,0,0,,,43 pts,1169638,,,,
2,16,43,1,11:08.91,fd5acd45a2d5c675af21,,0,0,,,43 pts,1169638,,,,
3,22,25,1,187.0 lb,d9827d26cb46beb9ec1b,,0,0,,,25 pts,1169638,,,,
4,22,25,1,CAP+30,2f013b16b04d9a5f1696,,0,0,,,25 pts,1169638,,,,
5,24,19,1,06:28.77,17143637019c4c7acdc4,,0,0,,,19 pts,1169638,,,,
6,14,49,1,CAP+10,9eafe33ca4c641af00e3,,0,0,,,49 pts,1169638,,,,
1,24,19,1,22:20.15,82d2beb75c3512e719db,,0,0,,,19 pts,740017,,,,
2,27,10,1,CAP+42,e138f57b1053dedecaff,,0,0,,,10 pts,740017,,,,
3,4,88,1,213.0 lb,1e196af6f11e2415383b,,0,0,,,88 pts,740017,,,,
4,26,13,1,CAP+53,ed8e93e068799da08963,,0,0,,,13 pts,740017,,,,
5,27,10,1,CAP+2,2255e8ed122377b6630b,,0,0,,,10 pts,740017,,,,
6,12,56,1,CAP+9,361ec52160db7c06319b,,0,0,,,56 pts,740017,,,,
1,26,13,1,23:13.01,e2d2b602c30dfe01c773,,0,0,,,13 pts,1024482,,,,
2,17,40,1,11:30.58,4a0f8d260f6458e67384,,0,0,,,40 pts,1024482,,,,
3,14,49,1,200.0 lb,2251f5b5ce48a38a9781,,0,0,,,49 pts,1024482,,,,
4,18,37,1,CAP+15,5b0d8e32a7e741181dd4,,0,0,,,37 pts,1024482,,,,
5,21,28,1,05:44.09,1bd81283ff70bb65e63c,,0,0,,,28 pts,1024482,,,,
6,25,16,1,CAP+21,e7029693d125e4ed6e97,,0,0,,,16 pts,1024482,,,,
1,22,25,1,21:44.95,4c2a07cafe2e379dd5a8,,0,0,,,25 pts,423405,,,,
2,23,22,1,CAP+9,38c5606c6481b5808b10,,0,0,,,22 pts,423405,,,,
3,24,19,1,178.0 lb,247bf445bd4a66274d2e,,0,0,,,19 pts,423405,,,,
4,19,34,1,CAP+19,7dbfc79e45d77249262e,,0,0,,,34 pts,423405,,,,
5,20,31,1,05:22.94,14912446b9a0f6bfc285,,0,0,,,31 pts,423405,,,,
6,21,28,1,CAP+16,e9d88e58dbaed0a6e401,,0,0,,,28 pts,423405,,,,
1,27,10,1,23:25.41,fd5680f11ff7fe8f131e,,0,0,,,10 pts,223140,,,,
2,22,25,1,CAP+4,70810831b2892c27f101,,0,0,,,25 pts,223140,,,,
3,17,40,1,198.0 lb,c3c3f57171b280b3c9cf,,0,0,,,40 pts,223140,,,,
4,26,13,1,CAP+53,c0c5114587a59d58503a,,0,0,,,13 pts,223140,,,,
5,13,52,1,04:49.83,0052ca4e1176f76e305b,,0,0,,,52 pts,223140,,,,
6,27,10,1,CAP+27,1c645756198fe16d5fa5,,0,0,,,10 pts,223140,,,,
1,23,22,1,22:04.62,05748240498562c4a290,,0,0,,,22 pts,1380283,,,,
2,21,28,1,CAP+3,3e132a5bbb6b0f68f085,,0,0,,,28 pts,1380283,,,,
3,22,25,1,187.0 lb,7095d74a5b4552c67eb9,,0,0,,,25 pts,1380283,,,,
4,22,25,1,CAP+30,c0da3cee609435193149,,0,0,,,25 pts,1380283,,,,
5,25,16,1,07:18.95,49d58702c812fdbb816d,,0,0,,,16 pts,1380283,,,,
6,24,19,1,CAP+20,94433df0b7cf49a9d26d,,0,0,,,19 pts,1380283,,,,
1,28,0,,WD,50f19f7873bd37fb3e33,,0,0,,,,887297,,,,
2,28,0,,,8634e4fde2fc7e7a32f2,,0,0,,,,887297,,,,
3,28,0,,,5c7e74d2148c4f5273f4,,0,0,,,,887297,,,,
4,28,0,,,789fa8fcf604e7900c7a,,0,0,,,,887297,,,,
5,28,0,,,aac70e1efc48149d77af,,0,0,,,,887297,,,,
6,28,0,,,dfc49d5fa942f339a749,,0,0,,,,887297,,,,
1,1,100,1,7:47,d48a7eba6486c8ef10bc,,0,0,,,100 pts,686308,,,,
2,1,100,1,28:39,404467726365515b78bb,,0,0,,,100 pts,686308,,,,
3,1,100,1,356,4c53bce0c348cfa3ff9d,,0,0,,,100 pts,686308,,,,
4,3,92,1,3:24,f6d7ff2c8708949c29c8,,0,0,,,92 pts,686308,,,,
5,2,96,1,5:57,c97a9bafff3207dd2149,,0,0,,,96 pts,686308,,,,
6,12,56,1,2:23,dd731fb4cc41e2772cf5,,0,0,,,56 pts,686308,,,,
1,5,84,1,9:05,e3d1c36915742f990762,,0,0,,,84 pts,799012,,,,
2,5,84,1,29:16,d0681ea716e783f18f78,,0,0,,,84 pts,799012,,,,
3,8,72,1,310,382ebdea7236fe9663a0,,0,0,,,72 pts,799012,,,,
4,9,68,1,3:54,f8535f81d443c357c7ec,,0,0,,,68 pts,799012,,,,
5,8,72,1,7:11,ce2a4650199b8e13722c,,0,0,,,72 pts,799012,,,,
6,5,84,1,0:05,f4223a4e2a1a3018bff6,,0,0,,,84 pts,799012,,,,
1,4,88,1,8:52,6a2d87d41966fce9a3db,,0,0,,,88 pts,478414,,,,
2,8,72,1,30:20,350e0e4871c021576229,,0,0,,,72 pts,478414,,,,
3,8,72,1,310,8849e8e08cce631f055d,,0,0,,,72 pts,478414,,,,
4,20,31,1,4:37,209b19307a82ce408111,,0,0,,,31 pts,478414,,,,
5,3,92,1,5:58,4820d5894f83e9807aea,,0,0,,,92 pts,478414,,,,
6,4,88,1,0:04,41191ac7f7656a3e9e9c,,0,0,,,88 pts,478414,,,,
1,19,34,1,10:32,b33f2a94fad4677ab837,,0,0,,,34 pts,504209,,,,
2,9,68,1,30:36,dbf8898213812e03720a,,0,0,,,68 pts,504209,,,,
3,11,60,1,308,f21193fed203f3f948d0,,0,0,,,60 pts,504209,,,,
4,7,76,1,3:47,fe0d197c9f8dff38b45b,,0,0,,,76 pts,504209,,,,
5,7,76,1,7:10,f64f93deafe8ab2cf484,,0,0,,,76 pts,504209,,,,
6,7,76,1,0:07,503960b141a04eaf6500,,0,0,,,76 pts,504209,,,,
1,8,72,1,9:33,803205d87ac95d672911,,0,0,,,72 pts,169650,,,,
2,6,80,1,29:36,ad93ecf86546e9a66f24,,0,0,,,80 pts,169650,,,,
3,22,25,1,290,a50db2bda2ba9e7f30fb,,0,0,,,25 pts,169650,,,,
4,4,88,1,3:25,925af7092eada828f1d1,,0,0,,,88 pts,169650,,,,
5,24,19,1,9:33,d27b6e799cc8a5647983,,0,0,,,19 pts,169650,,,,
6,2,96,1,0:02,84350eacb7a041782062,,0,0,,,96 pts,169650,,,,
1,3,92,1,8:46,beea43e2a7df04e21b2a,,0,0,,,92 pts,169360,,,,
2,16,43,1,32:05,5e0d3b4aafc933406e95,,0,0,,,43 pts,169360,,,,
3,6,80,1,319,43e04b16d7e9786a811c,,0,0,,,80 pts,169360,,,,
4,16,43,1,4:21,cc91ed43479f0d715679,,0,0,,,43 pts,169360,,,,
5,29,4,1,10:31,6ad9773bf53c4a98c6c3,,0,0,,,4 pts,169360,,,,
6,1,100,1,0:01,8b081ef3ff135e8d7eba,,0,0,,,100 pts,169360,,,,
1,2,96,1,8:40,2407f006567e147eb659,,0,0,,,96 pts,1178252,,,,
2,25,16,1,40:01,8cfe778f9938035f5dde,,0,0,,,16 pts,1178252,,,,
3,15,46,1,304,61d55ab8ca96b0a52d94,,0,0,,,46 pts,1178252,,,,
4,8,72,1,3:53,818e90b7637a17d19781,,0,0,,,72 pts,1178252,,,,
5,4,88,1,7:06,ef989f0ffc55f62b1974,,0,0,,,88 pts,1178252,,,,
6,17,40,1,2:32,296b61dad72ef3b08524,,0,0,,,40 pts,1178252,,,,
1,14,49,1,10:02,7e1e76685ee4c6fd8de0,,0,0,,,49 pts,1371871,,,,
2,15,46,1,31:54,284ce7eaad407ead761c,,0,0,,,46 pts,1371871,,,,
3,24,19,1,286,f04f967b295fbbfd4413,,0,0,,,19 pts,1371871,,,,
4,1,100,1,3:21,d0c269fdd532f26f8bee,,0,0,,,100 pts,1371871,,,,
5,9,68,1,7:13,dbb8dba0cc191357b5a8,,0,0,,,68 pts,1371871,,,,
6,8,72,1,0:08,dfcf69da08b3e534cce6,,0,0,,,72 pts,1371871,,,,
1,23,22,1,11:16,c4dedf6a7cc3d52d777f,,0,0,,,22 pts,529821,,,,
2,7,76,1,30:04,af8ef9b1d0753fa7707f,,0,0,,,76 pts,529821,,,,
3,3,92,1,321,1d85dfa92ad59b44bdf8,,0,0,,,92 pts,529821,,,,
4,15,46,1,4:20,cf7249becd3cb0e15212,,0,0,,,46 pts,529821,,,,
5,13,52,1,7:35,e4483366e3ef8e76ecf1,,0,0,,,52 pts,529821,,,,
6,11,60,1,2:20,66e1d88b6d518e3686cf,,0,0,,,60 pts,529821,,,,
1,10,64,1,9:45,9f700de3daa249e99ac8,,0,0,,,64 pts,1342749,,,,
2,28,7,1,40:04,54841d215c1ea78e3346,,0,0,,,7 pts,1342749,,,,
3,3,92,1,321,d39256c3d56d61f3b118,,0,0,,,92 pts,1342749,,,,
4,6,80,1,3:39,28381bf881d008ffaa93,,0,0,,,80 pts,1342749,,,,
5,15,46,1,7:39,b513bc3c2be9118fdf52,,0,0,,,46 pts,1342749,,,,
6,13,52,1,2:27,3c227570be76b27a3eab,,0,0,,,52 pts,1342749,,,,
1,9,68,1,9:40,fa2bed3f2f1b765ade36,,0,0,,,68 pts,955489,,,,
2,20,31,1,33:47,87d5c79e14c844a5fe7e,,0,0,,,31 pts,955489,,,,
3,2,96,1,326,51aa99bfe65740bfc715,,0,0,,,96 pts,955489,,,,
4,28,7,1,11:04,c969f5558f043ce5738d,,0,0,,,7 pts,955489,,,,
5,1,100,1,5:56,a5d2cad686a2c6cce51c,,0,0,,,100 pts,955489,,,,
6,20,31,1,2:39,de5014efaaec0899db06,,0,0,,,31 pts,955489,,,,
1,7,76,1,9:26,64a9c900fca34a6aafac,,0,0,,,76 pts,744550,,,,
2,3,92,1,29:12,95caaa093b8c37290e4c,,0,0,,,92 pts,744550,,,,
3,24,19,1,286,0a9f301ab97288963f07,,0,0,,,19 pts,744550,,,,
4,13,52,1,4:12,af55f2a1adf4f2a199b4,,0,0,,,52 pts,744550,,,,
5,12,56,1,7:32,88fd222b07365ecda3f4,,0,0,,,56 pts,744550,,,,
6,18,37,1,2:33,f21909cbe00c02354c57,,0,0,,,37 pts,744550,,,,
1,12,56,1,9:47,9fead39741f561a29e7a,,0,0,,,56 pts,433736,,,,
2,23,22,1,36:18,fa6f25be1d0a7ec7add2,,0,0,,,22 pts,433736,,,,
3,17,40,1,299,dfeb42065889ba2698bc,,0,0,,,40 pts,433736,,,,
4,5,84,1,3:36,5c028bac3e3e822e8a20,,0,0,,,84 pts,433736,,,,
5,5,84,1,7:07,d1bc2bcae00a06ca380a,,0,0,,,84 pts,433736,,,,
6,15,46,1,2:29,32ed9870a344c4ff0dcc,,0,0,,,46 pts,433736,,,,
1,18,37,1,10:28,3633af713b811217a9fa,,0,0,,,37 pts,2232576,,,,
2,13,52,1,31:23,a5b48b5dc44b4728108f,,0,0,,,52 pts,2232576,,,,
3,11,60,1,308,b2eb87185f6eee4c0da7,,0,0,,,60 pts,2232576,,,,
4,23,22,1,5:01,bd0159dcf8fcd5f23e1c,,0,0,,,22 pts,2232576,,,,
5,6,80,1,7:08,2e1d52b53be8f69cb24a,,0,0,,,80 pts,2232576,,,,
6,6,80,1,0:06,790506e90d361c4d1df0,,0,0,,,80 pts,2232576,,,,
1,15,46,1,10:06,ed0de0d9956953dcc33b,,0,0,,,46 pts,1335018,,,,
2,2,96,1,28:57,a8f3c8007a53b79282ba,,0,0,,,96 pts,1335018,,,,
3,7,76,1,312,87cad6c0b6fa5e80fe1e,,0,0,,,76 pts,1335018,,,,
4,12,56,1,4:07,4279050769a0c257da1f,,0,0,,,56 pts,1335018,,,,
5,19,34,1,7:57,c8c238a583581ec00f24,,0,0,,,34 pts,1335018,,,,
6,29,4,1,4:02,532940b94509b4df64d6,,0,0,,,4 pts,1335018,,,,
1,6,80,1,9:08,12149e205d4eabd19e22,,0,0,,,80 pts,182502,,,,
2,21,28,1,34:39,4fc0082ed29146561d7d,,0,0,,,28 pts,182502,,,,
3,24,19,1,286,35ff293ee35fdaee0c6f,,0,0,,,19 pts,182502,,,,
4,10,64,1,3:56,e61cbec77827953bb35f,,0,0,,,64 pts,182502,,,,
5,11,60,1,7:30,c4e813cfd8f10416b620,,0,0,,,60 pts,182502,,,,
6,14,49,1,2:28,911c4f764d0755711260,,0,0,,,49 pts,182502,,,,
1,28,7,1,11:54,f8bd3b395db87d08b758,,0,0,,,7 pts,2064040,,,,
2,14,49,1,31:51,a4d9d1a0db32d12cc79d,,0,0,,,49 pts,2064040,,,,
3,17,40,1,299,4c7eb88def5c26155063,,0,0,,,40 pts,2064040,,,,
4,2,96,1,3:22,417cad0968a4ab4dd102,,0,0,,,96 pts,2064040,,,,
5,22,25,1,9:19,25d28830cc941034863f,,0,0,,,25 pts,2064040,,,,
6,10,64,1,0:10,702f99213b81dd2b5a51,,0,0,,,64 pts,2064040,,,,
1,11,60,1,9:46,788e553289db81b4f283,,0,0,,,60 pts,1231733,,,,
2,12,56,1,31:15,637198ecf27eec6adbe0,,0,0,,,56 pts,1231733,,,,
3,11,60,1,308,08ffb6d51de6af40e707,,0,0,,,60 pts,1231733,,,,
4,19,34,1,4:36,7cca5deeae9baa7842df,,0,0,,,34 pts,1231733,,,,
5,17,40,1,7:45,7cea2d4b5a8a95492982,,0,0,,,40 pts,1231733,,,,
6,25,16,1,3:01,2515530f2720444c2e3d,,0,0,,,16 pts,1231733,,,,
1,16,43,1,10:09,7094d7b8bd64eede3f0b,,0,0,,,43 pts,270266,,,,
2,4,88,1,29:14,881eaa144a67c297781f,,0,0,,,88 pts,270266,,,,
3,22,25,1,290,d4f7efa6c2465077bdf5,,0,0,,,25 pts,270266,,,,
4,25,16,1,5:12,36359a18da489db0c2f0,,0,0,,,16 pts,270266,,,,
5,16,43,1,7:44,f130e9d3731bd36c15d1,,0,0,,,43 pts,270266,,,,
6,15,46,1,2:29,b6b9d38fcc3770b37f42,,0,0,,,46 pts,270266,,,,
1,22,25,1,11:05,d050cc1f577e7f522dbb,,0,0,,,25 pts,467345,,,,
2,22,25,1,35:05,24f39ff9b834aec0752e,,0,0,,,25 pts,467345,,,,
3,17,40,1,299,b34e79a3432e49e2569c,,0,0,,,40 pts,467345,,,,
4,14,49,1,4:16,4e03f5d5dcb162077527,,0,0,,,49 pts,467345,,,,
5,27,10,1,10:07,0aa87b8dd865cfcc699f,,0,0,,,10 pts,467345,,,,
6,3,92,1,0:03,2ae7067039701b02d4d2,,0,0,,,92 pts,467345,,,,
1,27,10,1,11:34,bc6aec6d8350f826f07e,,0,0,,,10 pts,283866,,,,
2,19,34,1,33:36,607c886345a6f44a7e01,,0,0,,,34 pts,283866,,,,
3,17,40,1,299,1e047783bc629c5032f3,,0,0,,,40 pts,283866,,,,
4,22,25,1,4:56,2757ff7ae159f4fcdae9,,0,0,,,25 pts,283866,,,,
5,10,64,1,7:20,23fb1cdb8c33092e7d0a,,0,0,,,64 pts,283866,,,,
6,9,68,1,0:09,8527abc1ce401c82610a,,0,0,,,68 pts,283866,,,,
1,13,52,1,9:48,04d33bf2155c25088382,,0,0,,,52 pts,164978,,,,
2,24,19,1,39:12,38748ac0461c30d9005d,,0,0,,,19 pts,164978,,,,
3,21,28,1,297,c9c02ac6301783fac68d,,0,0,,,28 pts,164978,,,,
4,18,37,1,4:30,7aa81bd3c21278e57b59,,0,0,,,37 pts,164978,,,,
5,13,52,1,7:35,f5c58210415de1f613a0,,0,0,,,52 pts,164978,,,,
6,19,34,1,2:35,c195beae27917299b5eb,,0,0,,,34 pts,164978,,,,
1,23,22,1,11:16,8b7fda4dfdf8a1ec4647,,0,0,,,22 pts,326958,,,,
2,17,40,1,32:53,06f8bbe633124e864916,,0,0,,,40 pts,326958,,,,
3,16,43,1,301,75cf5927db7a89caf0b5,,0,0,,,43 pts,326958,,,,
4,16,43,1,4:21,9b06ec36fcf15c69e008,,0,0,,,43 pts,326958,,,,
5,18,37,1,7:56,53b9c46c5fd82a239559,,0,0,,,37 pts,326958,,,,
6,21,28,1,2:45,dca043ecbecf32ce83a5,,0,0,,,28 pts,326958,,,,
1,26,13,1,11:32,292cb0fa1e450fbfa63c,,0,0,,,13 pts,418387,,,,
2,18,37,1,33:25,f7d2a9095bc4a4c4d51b,,0,0,,,37 pts,418387,,,,
3,8,72,1,310,a66adb313157da87c357,,0,0,,,72 pts,418387,,,,
4,26,13,1,6:38,326f03aba14adb9ee80f,,0,0,,,13 pts,418387,,,,
5,20,31,1,7:59,8e754a3b88c49562b55b,,0,0,,,31 pts,418387,,,,
6,25,16,1,3:01,f8b1109dd3a2d505eff4,,0,0,,,16 pts,418387,,,,
1,20,31,1,10:41,94eaf041604df8521730,,0,0,,,31 pts,912297,,,,
2,11,60,1,31:06,2538f83cbdc7edc1bc9f,,0,0,,,60 pts,912297,,,,
3,28,7,1,279,1cb3645a3f1f504c290d,,0,0,,,7 pts,912297,,,,
4,21,28,1,4:43,62a4cd52c1474ec85148,,0,0,,,28 pts,912297,,,,
5,23,22,1,9:24,7f6f4d7b273ade183c54,,0,0,,,22 pts,912297,,,,
6,25,16,1,3:01,1cd03a9e6583dbff4c76,,0,0,,,16 pts,912297,,,,
1,21,28,1,10:52,c6ec317c773a91c66bb3,,0,0,,,28 pts,1332272,,,,
2,28,7,1,40:04,e36a8a61b0247ebee32d,,0,0,,,7 pts,1332272,,,,
3,3,92,1,321,2f7812c5c1556e8d2ec9,,0,0,,,92 pts,1332272,,,,
4,28,7,1,11:04,84d144777170fa56d40d,,0,0,,,7 pts,1332272,,,,
5,25,16,1,9:48,16d8a20f35a5eaee0df4,,0,0,,,16 pts,1332272,,,,
6,28,7,1,3:04,e5f8def9f8632fc5826c,,0,0,,,7 pts,1332272,,,,
1,25,16,1,11:24,df01b56699079cb456f4,,0,0,,,16 pts,1509853,,,,
2,27,10,1,40:02,bc2a0bd6aa4c44d6fff5,,0,0,,,10 pts,1509853,,,,
3,11,60,1,308,938834ea88b6667883c3,,0,0,,,60 pts,1509853,,,,
4,24,19,1,5:05,cca6eab3fce28586f173,,0,0,,,19 pts,1509853,,,,
5,21,28,1,9:17,81b3292324e641fa64a8,,0,0,,,28 pts,1509853,,,,
6,23,22,1,2:52,ade4d0272351a4bc5bed,,0,0,,,22 pts,1509853,,,,
1,30,1,1,12:09,b28ae9291faee1bcbb69,,0,0,,,1 pts,1188607,,,,
2,25,16,1,40:01,3cb702c6d3da319cceaa,,0,0,,,16 pts,1188607,,,,
3,24,19,1,286,07533a2fd22a24268731,,0,0,,,19 pts,1188607,,,,
4,11,60,1,4:04,54f9bde3c3458ca34bce,,0,0,,,60 pts,1188607,,,,
5,26,13,1,10:02,9f8d39d4e2c12cd7f967,,0,0,,,13 pts,1188607,,,,
6,24,19,1,2:53,6f0707e6d357e7a4a478,,0,0,,,19 pts,1188607,,,,
1,29,4,1,11:57,7f23453edc7288d5d53f,,0,0,,,4 pts,2072535,,,,
2,10,64,1,30:40,1cff5758b3d70459c40d,,0,0,,,64 pts,2072535,,,,
3,29,4,1,277,c401817f05bc2de06ba6,,0,0,,,4 pts,2072535,,,,
4,27,10,1,11:02,f4cc17458a56544ca89f,,0,0,,,10 pts,2072535,,,,
5,28,7,1,10:15,c87b0326000c13b01869,,0,0,,,7 pts,2072535,,,,
6,22,25,1,2:48,e38b695d3c0f5e9643c3,,0,0,,,25 pts,2072535,,,,
1,17,40,1,10:26,95ed5a8469812e9aad59,,0,0,,,40 pts,901503,,,,
2,30,0,,WD,522d9022d5850157c1a6,,0,0,,,,901503,,,,
3,30,0,,WD,4518caeb895cb42611f4,,0,0,,,,901503,,,,
4,30,0,,WD,8358e69a949edfa93650,,0,0,,,,901503,,,,
5,30,0,,WD,32c9dc18ecdedac3f062,,0,0,,,,901503,,,,
6,30,0,,WD,8db3df608646d26dc570,,0,0,,,,901503,,,,
1,3,92,1,8:44,54e44fa5054e20f7945a,,0,0,,,92 pts,221169,,,,
2,7,76,1,32:50,6cc6cf481bed5ddf839c,,0,0,,,76 pts,221169,,,,
3,4,88,1,216,047adb50fc3bf67a79e7,,0,0,,,88 pts,221169,,,,
4,3,92,1,4:32,869535ad5c23acc0caf0,,0,0,,,92 pts,221169,,,,
5,9,68,1,7:44,fb57ecee6219a0ba2fe1,,0,0,,,68 pts,221169,,,,
6,3,100,1,0:01,64f986fda82550e1b65a,,0,0,,,100 pts,221169,,,,
1,10,64,1,9:32,8beab16a3f8f7a83d4e9,,0,0,,,64 pts,1558034,,,,
2,1,100,1,29:31,aa446055cf33092f4dcd,,0,0,,,100 pts,1558034,,,,
3,13,52,1,198,3686e4e62326eb7285fb,,0,0,,,52 pts,1558034,,,,
4,11,60,1,6:24,538dfe0bb03d87b0849a,,0,0,,,60 pts,1558034,,,,
5,4,88,1,7:08,84abbbc079da37409cbf,,0,0,,,88 pts,1558034,,,,
6,1,96,1,0:02,9d2b723047792f329964,,0,0,,,96 pts,1558034,,,,
1,1,100,1,8:17,060a88478a30f993a9f5,,0,0,,,100 pts,261255,,,,
2,12,56,1,34:38,8fdd7edb39b92387bbbd,,0,0,,,56 pts,261255,,,,
3,7,76,1,209,edf7e9d7c676ba769af5,,0,0,,,76 pts,261255,,,,
4,7,76,1,5:34,c979388c9a2d55a596e1,,0,0,,,76 pts,261255,,,,
5,8,72,1,7:43,5cf3c810553fe5d57d34,,0,0,,,72 pts,261255,,,,
6,9,64,1,0:10,3da3538aed9c78abcb1b,,0,0,,,64 pts,261255,,,,
1,8,72,1,9:28,5732d6624d49fb3e9ce1,,0,0,,,72 pts,1239683,,,,
2,8,72,1,33:00,1fef57e6085e90e627df,,0,0,,,72 pts,1239683,,,,
3,5,84,1,211,15c4f09f312e7cdc7cb5,,0,0,,,84 pts,1239683,,,,
4,5,84,1,5:22,0ce0bf2e834fca9af700,,0,0,,,84 pts,1239683,,,,
5,12,56,1,9:15,3e02cca3b6a6f87be509,,0,0,,,56 pts,1239683,,,,
6,4,72,1,0:08,8a6635ade589a39958ae,,0,0,,,72 pts,1239683,,,,
1,10,64,1,9:32,9431f71cbedfbf688641,,0,0,,,64 pts,300613,,,,
2,10,64,1,33:41,8fb8c676c0fc24f66032,,0,0,,,64 pts,300613,,,,
3,13,52,1,198,33e778f3560e7bf3f0e5,,0,0,,,52 pts,300613,,,,
4,6,80,1,5:23,4d01a1ebaa452a43535f,,0,0,,,80 pts,300613,,,,
5,5,84,1,7:09,9cbe7b4f05489f91383f,,0,0,,,84 pts,300613,,,,
6,8,92,1,0:03,9c734268c6dd713b89c7,,0,0,,,92 pts,300613,,,,
1,6,80,1,9:15,7e70df6889d2462028ee,,0,0,,,80 pts,534577,,,,
2,16,43,1,35:41,87ac9d50238e6af78b70,,0,0,,,43 pts,534577,,,,
3,1,100,1,222,a8b2c752545f08ae1035,,0,0,,,100 pts,534577,,,,
4,24,19,1,11:04,1bec393607827350793f,,0,0,,,19 pts,534577,,,,
5,3,92,1,6:00,6b4a1376bafa0dd21f11,,0,0,,,92 pts,534577,,,,
6,6,68,1,0:09,14c8ea04e83adbc0e1fd,,0,0,,,68 pts,534577,,,,
1,4,88,1,8:50,a857332e44c1e9176a0a,,0,0,,,88 pts,841247,,,,
2,5,84,1,32:36,c88bbac618fd71a58e8d,,0,0,,,84 pts,841247,,,,
3,7,76,1,209,dbaf672a14eb6369b290,,0,0,,,76 pts,841247,,,,
4,1,100,1,4:24,ed761a7fb5c4c425c580,,0,0,,,100 pts,841247,,,,
5,25,16,1,10:19,0818b7424475c82f2c31,,0,0,,,16 pts,841247,,,,
6,19,34,1,3:19,efe531557e2086041dfa,,0,0,,,34 pts,841247,,,,
1,15,46,1,10:11,77d1cbc410049fa1caae,,0,0,,,46 pts,288819,,,,
2,11,60,1,34:35,5add23e092fd83e2731a,,0,0,,,60 pts,288819,,,,
3,9,68,1,205,3d89e5770a5eef2729ed,,0,0,,,68 pts,288819,,,,
4,24,19,1,11:04,5ccb8bf4c0c8c6badfa8,,0,0,,,19 pts,288819,,,,
5,1,100,1,5:52,d72bcbc8fcd9b685ef87,,0,0,,,100 pts,288819,,,,
6,7,84,1,0:05,4986280b634fbd85f146,,0,0,,,84 pts,288819,,,,
1,2,96,1,8:25,57e9f8defacca44d13a1,,0,0,,,96 pts,1021143,,,,
2,22,25,1,37:05,5163be7e47df3367f68d,,0,0,,,25 pts,1021143,,,,
3,13,52,1,198,b3a9996f7f33c9396dba,,0,0,,,52 pts,1021143,,,,
4,19,34,1,9:28,b0c43eb7b848dca13240,,0,0,,,34 pts,1021143,,,,
5,2,96,1,5:54,485cf21b330cb18d08af,,0,0,,,96 pts,1021143,,,,
6,11,60,1,2:52,7f1404aefcf7b814efaf,,0,0,,,60 pts,1021143,,,,
1,9,68,1,9:29,f1e293c092bb9ee8becb,,0,0,,,68 pts,2012971,,,,
2,17,40,1,35:44,d24f841357094a96ff56,,0,0,,,40 pts,2012971,,,,
3,1,100,1,222,f5cabf74d5ddfd9e5f9d,,0,0,,,100 pts,2012971,,,,
4,8,72,1,5:35,6967ed4ab41a4b9537bb,,0,0,,,72 pts,2012971,,,,
5,16,43,1,9:44,4bc43190fb5e76e9686d,,0,0,,,43 pts,2012971,,,,
